,dates,home_vs_away,venue,competition,final_score,goal_events,card_events
506,Op zondag 24 januari,Speelde Feyenoord thuis tegen AZ,in Stadion Feijenoord,"De wedstrijd werd gespeeld in de 2020-21 Eredivisie, Regulier seizoen competitie",AZ wint uit met 2-3 van Feyenoord,"J. Karlsson scoorde voor AZ in de 1e helft in minuut 10, N. Jørgensen scoorde voor Feyenoord in de 1e helft in minuut 32, M. Boadu scoorde voor AZ in de 2e helft in minuut 47, M. Diemers scoorde voor Feyenoord in de 2e helft in minuut 58, M. Boadu scoorde voor AZ in de 2e helft in minuut 70",L. Sinisterra van Feyenoord kreeg in de 2e helft in minuut 96 een gele kaart
507,Op zondag 24 januari,Speelde FC Twente thuis tegen VVV-Venlo,in De Grolsch Veste,"De wedstrijd werd gespeeld in de 2020-21 Eredivisie, Regulier seizoen competitie",VVV-Venlo wint uit met 0-1 van FC Twente,T. Hunte scoorde voor VVV in de 2e helft in minuut 78,"R. Zerrouki van Twente kreeg in de 1e helft in minuut 43 een gele kaart, V. van Crooij van VVV kreeg in de 2e helft in minuut 69 een gele kaart, Danilo van Twente kreeg in de 2e helft in minuut 77 een gele kaart"
508,Op zondag 24 januari,Speelde FC Utrecht thuis tegen Sparta Rotterdam,in Stadion Galgenwaard,"De wedstrijd werd gespeeld in de 2020-21 Eredivisie, Regulier seizoen competitie",FC Utrecht wint thuis met 1-0 van Sparta Rotterdam,O. Boussaid scoorde voor Utrecht in de 2e helft in minuut 88,"A. Maher van Utrecht kreeg in de 2e helft in minuut 56 een gele kaart, A. Auassar van Sparta Rotterdam kreeg in de 2e helft in minuut 76 een gele kaart"
509,Op zondag 24 januari,Speelde Fortuna Sittard thuis tegen Ajax,in Fortuna Sittard Stadion,"De wedstrijd werd gespeeld in de 2020-21 Eredivisie, Regulier seizoen competitie",Ajax wint uit met 1-2 van Fortuna Sittard,"S. Polter scoorde voor Fortuna Sittard in de 1e helft in minuut 19, M. Tirpan scoorde voor Fortuna Sittard in de 2e helft in minuut 48, S. Haller scoorde voor Ajax in de 2e helft in minuut 64","N. Tagliafico van Ajax kreeg in de 1e helft in minuut 47 een gele kaart, S. Polter van Fortuna Sittard kreeg in de 2e helft in minuut 93 een rode kaart, R. Janssen van Fortuna Sittard kreeg in de 2e helft in minuut 93 een gele kaart, David Neres van Ajax kreeg in de 2e helft in minuut 95 een gele kaart"
510,Op zaterdag 23 januari,Speelde Heracles Almelo thuis tegen sc Heerenveen,in Erve Asito,"De wedstrijd werd gespeeld in de 2020-21 Eredivisie, Regulier seizoen competitie",Heracles Almelo wint thuis met 1-0 van sc Heerenveen,D. Burgzorg scoorde voor Heracles in de 2e helft in minuut 88,"G. Quagliata van Heracles kreeg in de 2e helft in minuut 71 een gele kaart, R. Kaib van Heerenveen kreeg in de 2e helft in minuut 85 een gele kaart"
511,Op zaterdag 23 januari,Speelde Vitesse thuis tegen FC Groningen,in GelreDome,"De wedstrijd werd gespeeld in de 2020-21 Eredivisie, Regulier seizoen competitie",Vitesse wint thuis met 1-0 van FC Groningen,R. Bazoer scoorde voor Vitesse in de 1e helft in minuut 36,"A. El Messaoudi van Groningen kreeg in de 1e helft in minuut 45 een gele kaart, Alessio Da Cruz van Groningen kreeg in de 2e helft in minuut 58 een gele kaart, O. Tannane van Vitesse kreeg in de 2e helft in minuut 73 een gele kaart, P. Vroegh van Vitesse kreeg in de 2e helft in minuut 79 een gele kaart"
512,Op zaterdag 23 januari,Speelde PSV thuis tegen RKC Waalwijk,in Philips Stadion,"De wedstrijd werd gespeeld in de 2020-21 Eredivisie, Regulier seizoen competitie",PSV wint thuis met 2-0 van RKC Waalwijk,"E. Zahavi scoorde voor PSV in de 1e helft in minuut 46, P. Rosario scoorde voor PSV in de 2e helft in minuut 73","M. Meulensteen van RKC Waalwijk kreeg in de 1e helft in minuut 45 een gele kaart, É. Gutiérrez van PSV kreeg in de 2e helft in minuut 70 een gele kaart"
513,Op zaterdag 23 januari,Speelde ADO Den Haag thuis tegen FC Emmen,in Bingoal Stadion,"De wedstrijd werd gespeeld in de 2020-21 Eredivisie, Regulier seizoen competitie",ADO Den Haag en FC Emmen hebben gelijk gespeeld met 0-0,Beide partijen wisten niet te scoren,"R. Kishna van ADO Den Haag kreeg in de 2e helft in minuut 86 een gele kaart, M. Kramer van ADO Den Haag kreeg in de 2e helft in minuut 92 een gele kaart"
514,Op vrijdag 22 januari,Speelde Willem II thuis tegen PEC Zwolle,in Koning Willem II Stadion,"De wedstrijd werd gespeeld in de 2020-21 Eredivisie, Regulier seizoen competitie",PEC Zwolle wint uit met 1-3 van Willem II,"K. Okyere Wriedt scoorde voor Willem II in de 1e helft in minuut 10, R. Ghoochannejhad scoorde voor PEC Zwolle in de 2e helft in minuut 58, R. Ghoochannejhad scoorde voor PEC Zwolle in de 2e helft in minuut 62, R. Ghoochannejhad scoorde voor PEC Zwolle in de 2e helft in minuut 70","L. Selahi van Willem II kreeg in de 1e helft in minuut 41 een gele kaart, S. Kersten van PEC Zwolle kreeg in de 1e helft in minuut 45 een gele kaart, K. Okyere Wriedt van Willem II kreeg in de 1e helft in minuut 46 een rode kaart"
515,Op zaterdag 16 januari,Speelde FC Emmen thuis tegen Vitesse,in De Oude Meerdijk,"De wedstrijd werd gespeeld in de 2020-21 Eredivisie, Regulier seizoen competitie",Vitesse wint uit met 1-4 van FC Emmen,"T. Buitink scoorde voor Vitesse in de 1e helft in minuut 2, O. Tannane scoorde voor Vitesse in de 1e helft in minuut 9, A. Broja scoorde voor Vitesse in de 2e helft in minuut 49, M. de Leeuw scoorde voor Emmen in de 2e helft in minuut 58, P. Vroegh scoorde voor Vitesse in de 2e helft in minuut 93","R. Bazoer van Vitesse kreeg in de 2e helft in minuut 57 een gele kaart, T. Bruns van Vitesse kreeg in de 2e helft in minuut 64 een gele kaart, M. Wittek van Vitesse kreeg in de 2e helft in minuut 72 een gele kaart, K. Veendorp van Emmen kreeg in de 2e helft in minuut 79 een gele kaart, N. Bakker van Emmen kreeg in de 2e helft in minuut 85 een gele kaart, J. Vlak van Emmen kreeg in de 2e helft in minuut 87 een gele kaart"
516,Op zondag 17 januari,Speelde Ajax thuis tegen Feyenoord,in Johan Cruijff Arena,"De wedstrijd werd gespeeld in de 2020-21 Eredivisie, Regulier seizoen competitie",Ajax wint thuis met 1-0 van Feyenoord,R. Gravenberch scoorde voor Ajax in de 1e helft in minuut 22,Beide partijen hebben geen kaarten gekregen van de scheidsrechter
517,Op zondag 17 januari,Speelde VVV-Venlo thuis tegen sc Heerenveen,in Covebo Stadion - De Koel -,"De wedstrijd werd gespeeld in de 2020-21 Eredivisie, Regulier seizoen competitie",VVV-Venlo en sc Heerenveen hebben gelijk gespeeld met 1-1,"J. John scoorde voor VVV in de 2e helft in minuut 78, B. Nygren scoorde voor Heerenveen in de 2e helft in minuut 89","J. Veerman van Heerenveen kreeg in de 1e helft in minuut 17 een gele kaart, D. Post van VVV kreeg in de 1e helft in minuut 46 een gele kaart, Kristopher Da Graca van VVV kreeg in de 2e helft in minuut 93 een gele kaart"
518,Op zondag 17 januari,Speelde FC Groningen thuis tegen FC Twente,in Euroborg,"De wedstrijd werd gespeeld in de 2020-21 Eredivisie, Regulier seizoen competitie",FC Groningen en FC Twente hebben gelijk gespeeld met 2-2,"D. Đumić scoorde voor Twente in de 1e helft in minuut 12, T. van Leeuwen scoorde voor Twente in de 1e helft in minuut 22, A. El Messaoudi scoorde voor Groningen in de 2e helft in minuut 47, J. Strand Larsen scoorde voor Groningen in de 2e helft in minuut 66","T. van Leeuwen van Twente kreeg in de 2e helft in minuut 53 een gele kaart, S. Schreck van Groningen kreeg in de 2e helft in minuut 64 een gele kaart, I. Abass van Twente kreeg in de 2e helft in minuut 78 een gele kaart"
519,Op zondag 17 januari,Speelde RKC Waalwijk thuis tegen Willem II,in Mandemakers Stadion,"De wedstrijd werd gespeeld in de 2020-21 Eredivisie, Regulier seizoen competitie",RKC Waalwijk en Willem II hebben gelijk gespeeld met 1-1,"A. Tahiri scoorde voor RKC Waalwijk in de 1e helft in minuut 47, K. Okyere Wriedt scoorde voor Willem II in de 2e helft in minuut 59","Pol Llonch van Willem II kreeg in de 1e helft in minuut 45 een gele kaart, T. Lutonda van RKC Waalwijk kreeg in de 2e helft in minuut 89 een gele kaart, W. Spieringhs van Willem II kreeg in de 2e helft in minuut 91 een gele kaart"
520,Op zaterdag 16 januari,Speelde AZ thuis tegen ADO Den Haag,in AFAS Stadion,"De wedstrijd werd gespeeld in de 2020-21 Eredivisie, Regulier seizoen competitie",AZ wint thuis met 2-1 van ADO Den Haag,"M. Kramer scoorde voor ADO Den Haag in de 2e helft in minuut 58, Z. Aboukhlal scoorde voor AZ in de 2e helft in minuut 72, Z. Aboukhlal scoorde voor AZ in de 2e helft in minuut 89",Beide partijen hebben geen kaarten gekregen van de scheidsrechter
521,Op zaterdag 16 januari,Speelde FC Utrecht thuis tegen Heracles Almelo,in Stadion Galgenwaard,"De wedstrijd werd gespeeld in de 2020-21 Eredivisie, Regulier seizoen competitie",FC Utrecht wint thuis met 2-0 van Heracles Almelo,"S. van de Streek scoorde voor Utrecht in de 1e helft in minuut 31, Adrián Dalmau scoorde voor Utrecht in de 2e helft in minuut 72","J. van Overeem van Utrecht kreeg in de 1e helft in minuut 34 een gele kaart, T. Breukers van Heracles kreeg in de 1e helft in minuut 40 een gele kaart, T. St. Jago van Utrecht kreeg in de 2e helft in minuut 89 een gele kaart"
522,Op zaterdag 16 januari,Speelde Sparta Rotterdam thuis tegen PSV,in Sparta-Stadion Het Kasteel,"De wedstrijd werd gespeeld in de 2020-21 Eredivisie, Regulier seizoen competitie",PSV wint uit met 3-5 van Sparta Rotterdam,"B. Smeets scoorde voor Sparta Rotterdam in de 1e helft in minuut 4, Mauro Júnior scoorde voor PSV in de 1e helft in minuut 24, D. Malen scoorde voor PSV in de 2e helft in minuut 47, N. Madueke scoorde voor PSV in de 2e helft in minuut 48, P. Max scoorde voor PSV in de 2e helft in minuut 71, D. Gravenberch scoorde voor Sparta Rotterdam in de 2e helft in minuut 75, R. Kharchouch scoorde voor Sparta Rotterdam in de 2e helft in minuut 87, D. Malen scoorde voor PSV in de 2e helft in minuut 93",Beide partijen hebben geen kaarten gekregen van de scheidsrechter
523,Op donderdag 14 januari,Speelde FC Twente thuis tegen Ajax,in De Grolsch Veste,"De wedstrijd werd gespeeld in de 2020-21 Eredivisie, Regulier seizoen competitie",Ajax wint uit met 1-3 van FC Twente,"S. Haller scoorde voor Ajax in de 1e helft in minuut 7, Julio Pleguezuelo scoorde voor Twente in de 2e helft in minuut 84, K. Huntelaar scoorde voor Ajax in de 2e helft in minuut 90, K. Huntelaar scoorde voor Ajax in de 2e helft in minuut 91",D. Rots van Twente kreeg in de 2e helft in minuut 81 een gele kaart
524,Op donderdag 14 januari,Speelde Willem II thuis tegen FC Groningen,in Koning Willem II Stadion,"De wedstrijd werd gespeeld in de 2020-21 Eredivisie, Regulier seizoen competitie",FC Groningen wint uit met 2-3 van Willem II,"M. El Hankouri scoorde voor Groningen in de 2e helft in minuut 50, C. Nunnely scoorde voor Willem II in de 2e helft in minuut 60, V. Pavlidis scoorde voor Willem II in de 2e helft in minuut 79, K. Itakura scoorde voor Groningen in de 2e helft in minuut 84, M. El Hankouri scoorde voor Groningen in de 2e helft in minuut 93",K. Itakura van Groningen kreeg in de 2e helft in minuut 91 een gele kaart
525,Op donderdag 14 januari,Speelde sc Heerenveen thuis tegen RKC Waalwijk,in Abe Lenstra Stadion,"De wedstrijd werd gespeeld in de 2020-21 Eredivisie, Regulier seizoen competitie",sc Heerenveen en RKC Waalwijk hebben gelijk gespeeld met 1-1,"H. Veerman scoorde voor Heerenveen in de 1e helft in minuut 7, R. van der Venne scoorde voor RKC Waalwijk in de 2e helft in minuut 56","R. van der Venne van RKC Waalwijk kreeg in de 2e helft in minuut 47 een gele kaart, M. van Bergen van Heerenveen kreeg in de 2e helft in minuut 78 een gele kaart"
526,Op woensdag 13 januari,Speelde ADO Den Haag thuis tegen VVV-Venlo,in Bingoal Stadion,"De wedstrijd werd gespeeld in de 2020-21 Eredivisie, Regulier seizoen competitie",VVV-Venlo wint uit met 1-4 van ADO Den Haag,"G. Giakoumakis scoorde voor VVV in de 1e helft in minuut 6, G. Giakoumakis scoorde voor VVV in de 2e helft in minuut 58, S. Bourard scoorde voor ADO Den Haag in de 2e helft in minuut 65, G. Giakoumakis scoorde voor VVV in de 2e helft in minuut 68, G. Giakoumakis scoorde voor VVV in de 2e helft in minuut 86","S. Pinas van ADO Den Haag kreeg in de 1e helft in minuut 5 een gele kaart, J. John van VVV kreeg in de 1e helft in minuut 35 een gele kaart, V. van Crooij van VVV kreeg in de 1e helft in minuut 42 een gele kaart, B. Kemper van ADO Den Haag kreeg in de 1e helft in minuut 44 een gele kaart, T. Dekker van VVV kreeg in de 2e helft in minuut 66 een gele kaart, J. Familia-Castillo van ADO Den Haag kreeg in de 2e helft in minuut 67 een gele kaart"
527,Op woensdag 13 januari,Speelde Feyenoord thuis tegen PEC Zwolle,in Stadion Feijenoord,"De wedstrijd werd gespeeld in de 2020-21 Eredivisie, Regulier seizoen competitie",Feyenoord wint thuis met 1-0 van PEC Zwolle,L. Sinisterra scoorde voor Feyenoord in de 2e helft in minuut 64,Beide partijen hebben geen kaarten gekregen van de scheidsrechter
528,Op woensdag 13 januari,Speelde Fortuna Sittard thuis tegen Sparta Rotterdam,in Fortuna Sittard Stadion,"De wedstrijd werd gespeeld in de 2020-21 Eredivisie, Regulier seizoen competitie",Sparta Rotterdam wint uit met 0-1 van Fortuna Sittard,L. Thy scoorde voor Sparta Rotterdam in de 2e helft in minuut 57,"Z. Flemming van Fortuna Sittard kreeg in de 1e helft in minuut 25 een gele kaart, M. Seuntjens van Fortuna Sittard kreeg in de 2e helft in minuut 83 een gele kaart, R. Janssen van Fortuna Sittard kreeg in de 2e helft in minuut 94 een gele kaart"
529,Op woensdag 13 januari,Speelde PSV thuis tegen AZ,in Philips Stadion,"De wedstrijd werd gespeeld in de 2020-21 Eredivisie, Regulier seizoen competitie",AZ wint uit met 1-3 van PSV,"T. Koopmeiners scoorde voor AZ in de 1e helft in minuut 31, T. Koopmeiners scoorde voor AZ in de 1e helft in minuut 39, P. Max scoorde voor PSV in de 2e helft in minuut 59, C. Stengs scoorde voor AZ in de 2e helft in minuut 90","P. Rosario van PSV kreeg in de 1e helft in minuut 26 een gele kaart, D. Dumfries van PSV kreeg in de 2e helft in minuut 56 een gele kaart, P. Hatzidiakos van AZ kreeg in de 2e helft in minuut 58 een gele kaart, B. Martins Indi van AZ kreeg in de 2e helft in minuut 68 een gele kaart, I. Sangaré van PSV kreeg in de 2e helft in minuut 69 een gele kaart, O. Wijndal van AZ kreeg in de 2e helft in minuut 77 een gele kaart"
530,Op dinsdag 12 januari,Speelde Heracles Almelo thuis tegen FC Emmen,in Erve Asito,"De wedstrijd werd gespeeld in de 2020-21 Eredivisie, Regulier seizoen competitie",Heracles Almelo wint thuis met 4-0 van FC Emmen,"S. Bakış scoorde voor Heracles in de 1e helft in minuut 26, S. Bakış scoorde voor Heracles in de 1e helft in minuut 44, S. Bakış scoorde voor Heracles in de 2e helft in minuut 64, R. Vloet scoorde voor Heracles in de 2e helft in minuut 87","M. Araujo van Emmen kreeg in de 1e helft in minuut 28 een gele kaart, L. Bernadou van Emmen kreeg in de 1e helft in minuut 46 een gele kaart"
531,Op dinsdag 12 januari,Speelde Vitesse thuis tegen FC Utrecht,in GelreDome,"De wedstrijd werd gespeeld in de 2020-21 Eredivisie, Regulier seizoen competitie",Vitesse wint thuis met 1-0 van FC Utrecht,D. Doekhi scoorde voor Vitesse in de 1e helft in minuut 26,"M. van der Maarel van Utrecht kreeg in de 1e helft in minuut 15 een gele kaart, T. Bruns van Vitesse kreeg in de 2e helft in minuut 83 een gele kaart"
532,Op zondag 10 januari,Speelde Ajax thuis tegen PSV,in Johan Cruijff Arena,"De wedstrijd werd gespeeld in de 2020-21 Eredivisie, Regulier seizoen competitie",Ajax en PSV hebben gelijk gespeeld met 2-2,"E. Zahavi scoorde voor PSV in de 1e helft in minuut 2, E. Zahavi scoorde voor PSV in de 1e helft in minuut 21, Q. Promes scoorde voor Ajax in de 1e helft in minuut 40, Antony scoorde voor Ajax in de 2e helft in minuut 65","D. Klaassen van Ajax kreeg in de 2e helft in minuut 53 een gele kaart, E. Zahavi van PSV kreeg in de 2e helft in minuut 81 een gele kaart"
533,Op zondag 10 januari,Speelde VVV-Venlo thuis tegen Willem II,in Covebo Stadion - De Koel -,"De wedstrijd werd gespeeld in de 2020-21 Eredivisie, Regulier seizoen competitie",VVV-Venlo wint thuis met 2-1 van Willem II,"J. van der Heijden scoorde voor Willem II in de 1e helft in minuut 15, G. Giakoumakis scoorde voor VVV in de 2e helft in minuut 79, G. Giakoumakis scoorde voor VVV in de 2e helft in minuut 93","J. van der Heijden van Willem II kreeg in de 2e helft in minuut 52 een gele kaart, S. Holmén van Willem II kreeg in de 2e helft in minuut 66 een gele kaart, G. Giakoumakis van VVV kreeg in de 2e helft in minuut 87 een gele kaart"
534,Op zondag 10 januari,Speelde sc Heerenveen thuis tegen Fortuna Sittard,in Abe Lenstra Stadion,"De wedstrijd werd gespeeld in de 2020-21 Eredivisie, Regulier seizoen competitie",Fortuna Sittard wint uit met 1-3 van sc Heerenveen,"B. Rienstra scoorde voor Fortuna Sittard in de 1e helft in minuut 20, G. Cox scoorde voor Fortuna Sittard in de 1e helft in minuut 24, Z. Flemming scoorde voor Fortuna Sittard in de 1e helft in minuut 37, H. Veerman scoorde voor Heerenveen in de 2e helft in minuut 72",Beide partijen hebben geen kaarten gekregen van de scheidsrechter
535,Op zondag 10 januari,Speelde Sparta Rotterdam thuis tegen Feyenoord,in Sparta-Stadion Het Kasteel,"De wedstrijd werd gespeeld in de 2020-21 Eredivisie, Regulier seizoen competitie",Feyenoord wint uit met 0-2 van Sparta Rotterdam,"L. Geertruida scoorde voor Feyenoord in de 1e helft in minuut 11, N. Jørgensen scoorde voor Feyenoord in de 2e helft in minuut 94","D. Abels van Sparta Rotterdam kreeg in de 2e helft in minuut 67 een gele kaart, A. Auassar van Sparta Rotterdam kreeg in de 2e helft in minuut 70 een gele kaart"
536,Op zaterdag 9 januari,Speelde FC Utrecht thuis tegen FC Groningen,in Stadion Galgenwaard,"De wedstrijd werd gespeeld in de 2020-21 Eredivisie, Regulier seizoen competitie",FC Utrecht en FC Groningen hebben gelijk gespeeld met 2-2,"P. Joosten scoorde voor Groningen in de 1e helft in minuut 16, J. Strand Larsen scoorde voor Groningen in de 1e helft in minuut 21, B. Ramselaar scoorde voor Utrecht in de 1e helft in minuut 39, G. Kerk scoorde voor Utrecht in de 2e helft in minuut 94","G. Kerk van Utrecht kreeg in de 1e helft in minuut 42 een gele kaart, T. Suslov van Groningen kreeg in de 2e helft in minuut 55 een gele kaart, W. Janssen van Utrecht kreeg in de 2e helft in minuut 69 een gele kaart"
537,Op zaterdag 9 januari,Speelde Heracles Almelo thuis tegen Vitesse,in Erve Asito,"De wedstrijd werd gespeeld in de 2020-21 Eredivisie, Regulier seizoen competitie",Vitesse wint uit met 0-2 van Heracles Almelo,"M. Bero scoorde voor Vitesse in de 1e helft in minuut 38, M. Bero scoorde voor Vitesse in de 2e helft in minuut 83","T. Bruns van Vitesse kreeg in de 1e helft in minuut 14 een gele kaart, S. Bakış van Heracles kreeg in de 1e helft in minuut 27 een gele kaart, O. Kiomourtzoglou van Heracles kreeg in de 2e helft in minuut 52 een gele kaart, K. Lunding van Heracles kreeg in de 2e helft in minuut 91 een gele kaart"
538,Op zaterdag 9 januari,Speelde PEC Zwolle thuis tegen AZ,in MAC³PARK Stadion,"De wedstrijd werd gespeeld in de 2020-21 Eredivisie, Regulier seizoen competitie",PEC Zwolle en AZ hebben gelijk gespeeld met 1-1,"P. Clement scoorde voor PEC Zwolle in de 1e helft in minuut 9, F. Midtsjø scoorde voor AZ in de 2e helft in minuut 67",S. Kersten van PEC Zwolle kreeg in de 2e helft in minuut 80 een gele kaart
539,Op zaterdag 9 januari,Speelde FC Emmen thuis tegen FC Twente,in De Oude Meerdijk,"De wedstrijd werd gespeeld in de 2020-21 Eredivisie, Regulier seizoen competitie",FC Twente wint uit met 1-4 van FC Emmen,"V. Černý scoorde voor Twente in de 1e helft in minuut 16, Q. Menig scoorde voor Twente in de 1e helft in minuut 33, J. Bosch scoorde voor Twente in de 1e helft in minuut 42, M. Araujo scoorde voor Emmen in de 2e helft in minuut 59, V. Černý scoorde voor Twente in de 2e helft in minuut 63",J. Bosch van Twente kreeg in de 2e helft in minuut 66 een gele kaart
540,Op zaterdag 9 januari,Speelde RKC Waalwijk thuis tegen ADO Den Haag,in Mandemakers Stadion,"De wedstrijd werd gespeeld in de 2020-21 Eredivisie, Regulier seizoen competitie",ADO Den Haag wint uit met 0-1 van RKC Waalwijk,B. Kemper scoorde voor ADO Den Haag in de 1e helft in minuut 17,"V. Anita van RKC Waalwijk kreeg in de 1e helft in minuut 19 een gele kaart, M. Kramer van ADO Den Haag kreeg in de 2e helft in minuut 52 een gele kaart, J. Goossens van ADO Den Haag kreeg in de 2e helft in minuut 58 een gele kaart"
541,Op woensdag 23 december,Speelde FC Groningen thuis tegen Heracles Almelo,in Euroborg,"De wedstrijd werd gespeeld in de 2020-21 Eredivisie, Regulier seizoen competitie",Heracles Almelo wint uit met 0-1 van FC Groningen,A. Szőke scoorde voor Heracles in de 2e helft in minuut 78,W. Dammers van Groningen kreeg in de 2e helft in minuut 51 een gele kaart
542,Op zondag 27 december,Speelde FC Utrecht thuis tegen AZ,in Stadion Galgenwaard,"De wedstrijd werd gespeeld in de 2020-21 Eredivisie, Regulier seizoen competitie",FC Utrecht en AZ hebben gelijk gespeeld met 2-2,"E. Elia scoorde voor Utrecht in de 1e helft in minuut 30, T. Koopmeiners scoorde voor AZ in de 2e helft in minuut 64, C. Stengs scoorde voor AZ in de 2e helft in minuut 83, Adrián Dalmau scoorde voor Utrecht in de 2e helft in minuut 93","J. Hoogma van Utrecht kreeg in de 1e helft in minuut 15 een gele kaart, J. van Overeem van Utrecht kreeg in de 1e helft in minuut 49 een gele kaart, Simon Gustafson van Utrecht kreeg in de 2e helft in minuut 63 een gele kaart"
543,Op woensdag 23 december,Speelde Feyenoord thuis tegen sc Heerenveen,in Stadion Feijenoord,"De wedstrijd werd gespeeld in de 2020-21 Eredivisie, Regulier seizoen competitie",Feyenoord wint thuis met 3-0 van sc Heerenveen,"B. Linssen scoorde voor Feyenoord in de 2e helft in minuut 48, B. Linssen scoorde voor Feyenoord in de 2e helft in minuut 59, B. Linssen scoorde voor Feyenoord in de 2e helft in minuut 91",R. Al Hajj van Heerenveen kreeg in de 1e helft in minuut 46 een gele kaart
544,Op woensdag 23 december,Speelde ADO Den Haag thuis tegen PEC Zwolle,in Bingoal Stadion,"De wedstrijd werd gespeeld in de 2020-21 Eredivisie, Regulier seizoen competitie",PEC Zwolle wint uit met 0-2 van ADO Den Haag,"M. van Duinen scoorde voor PEC Zwolle in de 2e helft in minuut 51, C. Leemans scoorde voor PEC Zwolle in de 2e helft in minuut 84","S. Kersten van PEC Zwolle kreeg in de 2e helft in minuut 75 een gele kaart, B. Ould-Chikh van ADO Den Haag kreeg in de 2e helft in minuut 87 een gele kaart"
545,Op woensdag 23 december,Speelde Willem II thuis tegen Ajax,in Koning Willem II Stadion,"De wedstrijd werd gespeeld in de 2020-21 Eredivisie, Regulier seizoen competitie",Willem II en Ajax hebben gelijk gespeeld met 1-1,"Antony scoorde voor Ajax in de 1e helft in minuut 4, K. Okyere Wriedt scoorde voor Willem II in de 2e helft in minuut 54",Antony van Ajax kreeg in de 2e helft in minuut 65 een gele kaart
546,Op woensdag 23 december,Speelde AZ thuis tegen Vitesse,in AFAS Stadion,"De wedstrijd werd gespeeld in de 2020-21 Eredivisie, Regulier seizoen competitie",AZ wint thuis met 3-1 van Vitesse,"J. Karlsson scoorde voor AZ in de 1e helft in minuut 5, M. Boadu scoorde voor AZ in de 1e helft in minuut 40, L. Openda scoorde voor Vitesse in de 2e helft in minuut 46, F. Druijf scoorde voor AZ in de 2e helft in minuut 75",Beide partijen hebben geen kaarten gekregen van de scheidsrechter
547,Op dinsdag 22 december,Speelde FC Twente thuis tegen Sparta Rotterdam,in De Grolsch Veste,"De wedstrijd werd gespeeld in de 2020-21 Eredivisie, Regulier seizoen competitie",Sparta Rotterdam wint uit met 0-2 van FC Twente,"M. Engels scoorde voor Sparta Rotterdam in de 1e helft in minuut 46, Deroy Duarte scoorde voor Sparta Rotterdam in de 2e helft in minuut 67",K. Pierie van Twente kreeg in de 2e helft in minuut 82 een gele kaart
548,Op dinsdag 22 december,Speelde PSV thuis tegen VVV-Venlo,in Philips Stadion,"De wedstrijd werd gespeeld in de 2020-21 Eredivisie, Regulier seizoen competitie",PSV wint thuis met 4-1 van VVV-Venlo,"J. Arias scoorde voor VVV in de 1e helft in minuut 22, P. Max scoorde voor PSV in de 1e helft in minuut 35, O. Boscagli scoorde voor PSV in de 2e helft in minuut 49, C. Gakpo scoorde voor PSV in de 2e helft in minuut 58, A. Fein scoorde voor PSV in de 2e helft in minuut 92",Beide partijen hebben geen kaarten gekregen van de scheidsrechter
549,Op dinsdag 22 december,Speelde FC Emmen thuis tegen FC Utrecht,in De Oude Meerdijk,"De wedstrijd werd gespeeld in de 2020-21 Eredivisie, Regulier seizoen competitie",FC Utrecht wint uit met 2-3 van FC Emmen,"E. Elia scoorde voor Utrecht in de 1e helft in minuut 22, M. Araujo scoorde voor Emmen in de 1e helft in minuut 27, L. Bernadou scoorde voor Emmen in de 1e helft in minuut 43, J. van Overeem scoorde voor Utrecht in de 2e helft in minuut 60, Adrián Dalmau scoorde voor Utrecht in de 2e helft in minuut 75",Beide partijen hebben geen kaarten gekregen van de scheidsrechter
550,Op dinsdag 22 december,Speelde Fortuna Sittard thuis tegen RKC Waalwijk,in Fortuna Sittard Stadion,"De wedstrijd werd gespeeld in de 2020-21 Eredivisie, Regulier seizoen competitie",Fortuna Sittard wint thuis met 2-1 van RKC Waalwijk,"F. Stokkers scoorde voor RKC Waalwijk in de 1e helft in minuut 15, S. Polter scoorde voor Fortuna Sittard in de 1e helft in minuut 45, Lisandro Semedo scoorde voor Fortuna Sittard in de 2e helft in minuut 92","M. Seuntjens van Fortuna Sittard kreeg in de 1e helft in minuut 9 een gele kaart, K. Lamprou van RKC Waalwijk kreeg in de 1e helft in minuut 48 een gele kaart, R. Janssen van Fortuna Sittard kreeg in de 2e helft in minuut 56 een gele kaart, Lisandro Semedo van Fortuna Sittard kreeg in de 2e helft in minuut 92 een gele kaart"
551,Op zondag 20 december,Speelde AZ thuis tegen Willem II,in AFAS Stadion,"De wedstrijd werd gespeeld in de 2020-21 Eredivisie, Regulier seizoen competitie",AZ wint thuis met 5-3 van Willem II,"Z. Aboukhlal scoorde voor AZ in de 1e helft in minuut 22, M. Trésor scoorde voor Willem II in de 1e helft in minuut 36, T. Koopmeiners scoorde voor AZ in de 1e helft in minuut 38, T. Koopmeiners scoorde voor AZ in de 1e helft in minuut 43, C. Stengs scoorde voor AZ in de 2e helft in minuut 53, F. Midtsjø scoorde voor AZ in de 2e helft in minuut 65, J. Karlsson scoorde voor AZ in de 2e helft in minuut 69, C. Nunnely scoorde voor Willem II in de 2e helft in minuut 90",D. Köhn van Willem II kreeg in de 2e helft in minuut 68 een gele kaart
